Delivery Date,Hour Ending,Repeated Hour Flag,REGDN,REGUP ,RRS,NSPIN,ECRS
02/05/2025,23:00,N,0.73,1.58,0.73,0.2,0.03
02/05/2025,24:00,N,0.73,0.98,0.79,0.2,0.02
02/06/2025,01:00,N,0.59,0.99,0.63,0.06,0.03
02/06/2025,02:00,N,0.51,0.99,0.5,0.06,0.03
02/06/2025,03:00,N,0.59,0.99,0.5,0.24,0.03
02/06/2025,04:00,N,0.59,0.99,0.5,0.24,0.03
02/06/2025,05:00,N,0.59,0.99,0.5,0.23,0.04
02/06/2025,06:00,N,1.53,0.99,0.46,0.25,0.04
02/06/2025,07:00,N,1.98,1,1,1,0.05
02/06/2025,08:00,N,2,1,1,0.99,0.11
02/06/2025,09:00,N,0.65,1.5,1.5,1,1.5
02/06/2025,10:00,N,1.51,1.03,1.03,1.03,1.03
02/06/2025,11:00,N,1.28,1,1,0.47,1
02/06/2025,12:00,N,1.13,1.13,0.45,0.45,0.45
02/06/2025,13:00,N,1.13,1.13,0.46,0.46,0.46
02/06/2025,14:00,N,1.13,1.13,0.5,0.49,0.5
02/06/2025,15:00,N,1.13,1.13,0.97,0.97,0.97
02/06/2025,16:00,N,1.13,1.13,0.71,0.76,0.71
02/06/2025,17:00,N,2.94,1,1,1,1
02/06/2025,18:00,N,4.9,12.52,12.52,11.54,12.52
02/06/2025,19:00,N,4.9,7.51,12.52,7.62,12.52
02/06/2025,20:00,N,0.69,3.17,3,3,0.3
02/06/2025,21:00,N,0.55,2.11,1.5,4,0.18
02/06/2025,22:00,N,2.13,1.89,0.89,1.04,0.15
02/06/2025,23:00,N,0.73,1.4,0.98,0.1,0.03
02/06/2025,24:00,N,0.73,0.98,0.79,0.1,0.03
02/07/2025,01:00,N,0.59,1.01,0.81,0.07,0.04
02/07/2025,02:00,N,0.59,0.99,0.79,0.07,0.03
02/07/2025,03:00,N,0.59,0.99,0.5,0.25,0.04
02/07/2025,04:00,N,0.59,0.99,0.5,0.25,0.04
02/07/2025,05:00,N,0.58,0.99,0.5,0.25,0.04
02/07/2025,06:00,N,1.53,1.49,0.5,0.5,0.04
02/07/2025,07:00,N,1.96,2.09,2.09,1.04,0.3
02/07/2025,08:00,N,1.96,4.83,6.04,1.48,0.3
02/07/2025,09:00,N,3,6.75,6.75,2.34,6.75
02/07/2025,10:00,N,0.5,5.65,3.64,2,3.64
02/07/2025,11:00,N,2.5,1.98,0.63,0.58,0.63
02/07/2025,12:00,N,1.1,0.83,0.44,0.44,0.44
02/07/2025,13:00,N,1.1,1.13,0.49,0.49,0.49
02/07/2025,14:00,N,1.13,0.96,0.5,0.5,0.5
02/07/2025,15:00,N,0.72,1.13,0.91,0.96,0.93
02/07/2025,16:00,N,1.13,1.13,0.89,0.94,0.89
02/07/2025,17:00,N,0.95,1.13,0.89,0.94,0.93
02/07/2025,18:00,N,2,1.03,1.1,1.1,1.1
02/07/2025,19:00,N,4.9,1.97,1.97,1.97,1.97
02/07/2025,20:00,N,1.59,1.36,1.06,1.06,0.16
02/07/2025,21:00,N,0.01,0.5,1.1,1.1,0.04
02/07/2025,22:00,N,2.13,1.81,0.81,1,0.04
02/07/2025,23:00,N,0.73,1.58,0.79,0.1,0.04
02/07/2025,24:00,N,0.73,0.98,0.79,0.1,0.03
02/08/2025,01:00,N,0.59,0.99,0.78,0.07,0.03
02/08/2025,02:00,N,0.59,0.99,0.62,0.08,0.03
02/08/2025,03:00,N,0.59,0.99,0.5,0.25,0.04
02/08/2025,04:00,N,0.59,0.99,0.5,0.25,0.04
02/08/2025,05:00,N,0.59,0.99,0.5,0.25,0.04
02/08/2025,06:00,N,1.11,0.99,0.4,0.25,0.04
02/08/2025,07:00,N,0.62,1,1,0.99,0.11
02/08/2025,08:00,N,1.22,0.6,1,0.96,0.12
02/08/2025,09:00,N,2,1.5,1,0.99,1
02/08/2025,10:00,N,1,2.55,1,0.99,1
02/08/2025,11:00,N,1.1,1.5,0.5,0.35,0.5
02/08/2025,12:00,N,1.13,0.94,0.3,0.3,0.3
02/08/2025,13:00,N,0.63,1.13,0.33,0.33,0.33
02/08/2025,14:00,N,1.1,1.13,0.4,0.4,0.4
02/08/2025,15:00,N,0.91,1.13,0.73,0.73,0.73
02/08/2025,16:00,N,1.13,1.13,0.68,0.73,0.73
02/08/2025,17:00,N,1.18,0.83,0.78,0.83,0.83
02/08/2025,18:00,N,3.75,2.36,2.36,1.49,2.36
02/08/2025,19:00,N,4.9,2.17,2.99,2.79,2.99
02/08/2025,20:00,N,1.96,0.84,1.65,1.1,0.17
02/08/2025,21:00,N,1.96,1.5,1.48,1.48,0.04
02/08/2025,22:00,N,2,1.79,0.79,1,0.04
02/08/2025,23:00,N,0.73,1.58,0.79,0.2,0.04
02/08/2025,24:00,N,0.73,0.79,0.79,0.25,0.03
02/09/2025,01:00,N,0.67,0.99,0.73,0.07,0.03
02/09/2025,02:00,N,0.57,0.99,0.5,0.07,0.03
02/09/2025,03:00,N,0.84,0.99,0.63,0.25,0.04
02/09/2025,04:00,N,0.99,0.99,0.5,0.25,0.04
02/09/2025,05:00,N,0.99,0.99,0.5,0.25,0.04
02/09/2025,06:00,N,1.11,0.99,0.5,0.25,0.04
02/09/2025,07:00,N,0.81,1,1,0.98,0.04
02/09/2025,08:00,N,1.96,1,1,0.99,0.05
02/09/2025,09:00,N,2,1.51,1.51,1.01,1.51
02/09/2025,10:00,N,1.96,1.5,1.1,1.01,1.1
02/09/2025,11:00,N,2.5,0.71,0.5,0.35,0.5
02/09/2025,12:00,N,0.74,1.12,0.3,0.3,0.3
02/09/2025,13:00,N,0.5,1.13,0.32,0.32,0.32
02/09/2025,14:00,N,1.13,1.13,0.39,0.39,0.39
02/09/2025,15:00,N,1.13,1.13,0.63,0.63,0.63
02/09/2025,16:00,N,0.5,0.91,0.61,0.61,0.61
02/09/2025,17:00,N,2.82,0.95,0.88,0.93,0.93
02/09/2025,18:00,N,2,3.5,3.5,3,3.5
02/09/2025,19:00,N,2,4.41,6.79,4.94,6.79
02/09/2025,20:00,N,0.5,0.5,2.97,2.97,1.12
02/09/2025,21:00,N,0.08,1.5,1.5,2,0.93
02/09/2025,22:00,N,1.13,2,1,1.25,0.3
02/09/2025,23:00,N,0.73,1.56,0.79,0.82,0.05
02/09/2025,24:00,N,0.73,0.98,0.79,0.24,0.04
02/10/2025,01:00,N,0.79,0.99,0.5,0.07,0.03
02/10/2025,02:00,N,0.65,0.5,0.5,0.07,0.03
02/10/2025,03:00,N,0.5,0.52,0.5,0.25,0.04
02/10/2025,04:00,N,0.5,0.5,0.5,0.25,0.04
02/10/2025,05:00,N,0.66,0.99,0.44,0.27,0.04
02/10/2025,06:00,N,1.13,0.99,0.44,0.44,0.05
02/10/2025,07:00,N,1.7,1.1,1.1,1.01,0.11
02/10/2025,08:00,N,2.65,3.25,3.25,1.03,0.12
02/10/2025,09:00,N,3.96,6.5,6.5,3,6.5
02/10/2025,10:00,N,2.99,7.5,5.39,1.48,5.39
02/10/2025,11:00,N,2.99,3.02,1,1,1
02/10/2025,12:00,N,0.59,1.13,0.5,0.5,0.5
02/10/2025,13:00,N,0.5,1.13,0.44,0.44,0.44
02/10/2025,14:00,N,0.59,1.13,0.49,0.49,0.49
02/10/2025,15:00,N,0.5,1.13,0.96,0.96,0.96
02/10/2025,16:00,N,0.59,1.13,0.89,0.94,0.89
02/10/2025,17:00,N,1.13,3.3,0.95,1,1
02/10/2025,18:00,N,2,3.99,3,3,3
02/10/2025,19:00,N,3.08,3.5,3.5,3,3.5
02/10/2025,20:00,N,1.96,0.51,2,2,0.51
02/10/2025,21:00,N,1.29,1.5,1.5,1.96,0.25
02/10/2025,22:00,N,1.13,2,1,1.15,0.19
02/10/2025,23:00,N,0.73,1.58,0.74,0.62,0.04
02/10/2025,24:00,N,0.73,0.98,0.74,0.2,0.03
02/11/2025,01:00,N,0.59,0.79,0.5,0.06,0.04
02/11/2025,02:00,N,0.59,0.79,0.5,0.06,0.04
02/11/2025,03:00,N,0.59,0.79,0.5,0.24,0.04
02/11/2025,04:00,N,0.59,0.79,0.5,0.24,0.04
02/11/2025,05:00,N,0.59,0.79,0.49,0.25,0.04
02/11/2025,06:00,N,0.59,0.79,0.5,0.25,0.04
02/11/2025,07:00,N,0.85,1,1,0.99,0.1
02/11/2025,08:00,N,1.43,1.49,1.49,0.99,0.37
02/11/2025,09:00,N,2.95,3.99,3.99,1.04,3.99
02/11/2025,10:00,N,1.23,3.99,3.99,1.32,3.99
02/11/2025,11:00,N,0.5,1,1,0.99,1
02/11/2025,12:00,N,0.3,0.99,0.5,0.5,0.5
02/11/2025,13:00,N,0.59,0.59,0.49,0.49,0.49
02/11/2025,14:00,N,0.5,0.67,0.49,0.49,0.49
02/11/2025,15:00,N,0.5,0.95,0.95,0.95,0.95
02/11/2025,16:00,N,0.59,1.01,0.92,0.97,0.92
02/11/2025,17:00,N,0.5,1.91,0.98,1,1
02/11/2025,18:00,N,2,1.98,1.69,1.21,1.69
02/11/2025,19:00,N,4.95,2.38,2.99,1.5,2.99
02/11/2025,20:00,N,1.98,0.5,1.5,1.05,0.5
02/11/2025,21:00,N,1.98,0.2,1.01,1.01,0.18
02/11/2025,22:00,N,1.13,1.34,0.8,1,0.19
02/11/2025,23:00,N,0.59,0.73,0.72,0.2,0.04
02/11/2025,24:00,N,0.59,0.96,0.76,0.1,0.04
02/12/2025,01:00,N,0.68,0.92,0.72,0.06,0.04
02/12/2025,02:00,N,0.5,0.97,0.5,0.06,0.04
02/12/2025,03:00,N,0.79,0.99,0.5,0.25,0.04
02/12/2025,04:00,N,0.71,0.91,0.5,0.25,0.04
02/12/2025,05:00,N,0.73,0.93,0.5,0.25,0.04
02/12/2025,06:00,N,0.75,0.95,0.5,0.5,0.1
02/12/2025,07:00,N,0.74,1.08,1.08,1,0.37
02/12/2025,08:00,N,0.75,1.25,2.06,1.02,0.95
02/12/2025,09:00,N,2.74,5.44,5.44,1.48,5.44
02/12/2025,10:00,N,0.5,3.45,3.45,1.02,3.45
02/12/2025,11:00,N,0.68,1.5,1.02,0.9,1.02
02/12/2025,12:00,N,0.77,1.5,0.5,0.5,0.5
02/12/2025,13:00,N,0.79,1.3,0.5,0.5,0.5
02/12/2025,14:00,N,0.71,1.5,0.5,0.48,0.5
02/12/2025,15:00,N,0.73,1.58,0.94,0.94,0.94
02/12/2025,16:00,N,0.75,1.58,0.58,0.58,0.58
02/12/2025,17:00,N,0.79,1.5,0.74,0.79,0.79
02/12/2025,18:00,N,1.98,1.24,1.11,1,1.1
02/12/2025,19:00,N,2.02,1.5,1.5,1.2,1.5
02/12/2025,20:00,N,1.98,0.44,1.5,1,0.5
02/12/2025,21:00,N,0.92,0.2,1.05,0.97,0.17
02/12/2025,22:00,N,1.13,2,1,1,0.18
02/12/2025,23:00,N,0.5,0.74,0.74,0.1,0.04
02/12/2025,24:00,N,0.83,0.98,0.83,0.1,0.03
02/13/2025,01:00,N,0.5,1.18,0.98,0.07,0.04
02/13/2025,02:00,N,0.5,0.73,0.53,0.07,0.04
02/13/2025,03:00,N,0.5,0.82,0.44,0.25,0.04
02/13/2025,04:00,N,0.66,0.86,0.48,0.25,0.04
02/13/2025,05:00,N,0.66,0.86,0.37,0.25,0.05
02/13/2025,06:00,N,0.59,0.79,0.41,0.41,0.1
02/13/2025,07:00,N,1.26,1.5,1.5,1.48,1.48
02/13/2025,08:00,N,1.96,1.5,3.2,3,1.5
02/13/2025,09:00,N,4.95,9.59,9.59,9.24,9.59
02/13/2025,10:00,N,1.24,5,5,4.85,5
02/13/2025,11:00,N,0.41,1,1,0.97,1
02/13/2025,12:00,N,0.12,0.79,0.49,0.49,0.49
02/13/2025,13:00,N,0.5,0.49,0.49,0.49,0.49
02/13/2025,14:00,N,0.64,0.75,0.47,0.47,0.47
02/13/2025,15:00,N,0.5,0.85,0.84,0.89,0.84
02/13/2025,16:00,N,0.5,0.79,0.59,0.64,0.59
02/13/2025,17:00,N,0.79,1.61,0.91,0.96,0.96
02/13/2025,18:00,N,4.9,1.2,1.1,1.1,1.1
02/13/2025,19:00,N,4.95,3.09,4,4,4
02/13/2025,20:00,N,4.9,2.5,2.5,2.5,2.38
02/13/2025,21:00,N,3.92,0.3,4,4,2.02
02/13/2025,22:00,N,1.13,2.5,1.5,2.84,1.5
02/13/2025,23:00,N,0.71,1.2,1,0.97,0.23
02/13/2025,24:00,N,0.79,1,1,0.52,0.04
02/14/2025,01:00,N,0.59,1.18,0.98,0.07,0.1
02/14/2025,02:00,N,0.53,1.08,0.88,0.07,0.11
02/14/2025,03:00,N,0.62,1.18,0.98,0.25,0.12
02/14/2025,04:00,N,0.66,1.08,0.88,0.25,0.13
02/14/2025,05:00,N,0.66,1.18,0.98,0.25,0.14
02/14/2025,06:00,N,0.59,1.28,0.98,0.4,0.15
02/14/2025,07:00,N,0.96,5.65,5.65,1.21,0.16
02/14/2025,08:00,N,1.96,2.93,5.83,1.29,0.5
02/14/2025,09:00,N,3.92,8.37,8.37,3,8.37
02/14/2025,10:00,N,3.92,8.76,6.29,1.84,6.29
02/14/2025,11:00,N,2.34,2.73,1.65,0.96,1.65
02/14/2025,12:00,N,0.79,2.23,0.98,0.48,0.98
02/14/2025,13:00,N,0.73,1.58,0.5,0.48,0.5
02/14/2025,14:00,N,0.75,1.5,0.7,0.46,0.7
02/14/2025,15:00,N,1.47,1.6,1,1,1
02/14/2025,16:00,N,1.47,1.6,1,1,1
02/14/2025,17:00,N,2.33,1.71,0.98,1,1
02/14/2025,18:00,N,3.15,2.74,1.5,1.42,1.42
02/14/2025,19:00,N,3.5,3.89,4.17,1.5,4.17
02/14/2025,20:00,N,3,0.65,2.99,1,0.06
02/14/2025,21:00,N,1.98,0.3,1.5,1.03,0.05
02/14/2025,22:00,N,1.13,2,1,1,0.04
02/14/2025,23:00,N,0.71,1.19,0.99,0.2,0.04
02/14/2025,24:00,N,0.81,1,1,0.25,0.04
02/15/2025,01:00,N,0.29,0.79,0.79,0.06,0.04
02/15/2025,02:00,N,0.29,0.79,0.79,0.06,0.04
02/15/2025,03:00,N,0.29,0.5,0.5,0.24,0.04
02/15/2025,04:00,N,0.29,0.5,0.5,0.24,0.04
02/15/2025,05:00,N,0.29,0.5,0.5,0.24,0.04
02/15/2025,06:00,N,0.29,0.5,0.5,0.25,0.04
02/15/2025,07:00,N,2.79,0.95,0.95,0.95,0.1
02/15/2025,08:00,N,0.69,2.29,2.29,0.97,0.11
02/15/2025,09:00,N,1.22,4.85,5,1.02,5
02/15/2025,10:00,N,2.26,3.86,3.03,1,3.03
02/15/2025,11:00,N,2.38,2.38,1.05,0.49,1.05
02/15/2025,12:00,N,1.19,1.19,0.5,0.47,0.5
02/15/2025,13:00,N,1.39,1,0.5,0.47,0.5
02/15/2025,14:00,N,1.39,1.39,0.5,0.45,0.5
02/15/2025,15:00,N,0.5,1.4,0.8,0.8,0.8
02/15/2025,16:00,N,1.39,1.39,0.58,0.58,0.58
02/15/2025,17:00,N,1.39,1.39,0.71,0.71,0.71
02/15/2025,18:00,N,4.79,1.12,0.9,0.9,0.9
02/15/2025,19:00,N,2.02,1.5,1.5,1.03,1.5
02/15/2025,20:00,N,3.53,0.59,1.5,0.97,0.13
02/15/2025,21:00,N,0.19,1.27,1.5,1,0.12
02/15/2025,22:00,N,0.29,0.79,0.79,0.94,0.13
02/15/2025,23:00,N,0.29,0.79,0.79,0.16,0.14
02/15/2025,24:00,N,0.29,0.79,0.79,0.09,0.03
02/16/2025,01:00,N,0.29,0.98,0.98,0.06,0.04
02/16/2025,02:00,N,0.29,0.79,0.79,0.06,0.03
02/16/2025,03:00,N,0.29,0.44,0.44,0.23,0.03
02/16/2025,04:00,N,0.29,0.48,0.48,0.23,0.04
02/16/2025,05:00,N,0.29,0.38,0.38,0.23,0.04
02/16/2025,06:00,N,0.29,0.5,0.5,0.24,0.04
02/16/2025,07:00,N,2.79,0.98,0.98,0.98,0.11
02/16/2025,08:00,N,1.55,1.5,1.5,1,0.12
02/16/2025,09:00,N,1.98,5.63,5.63,1.18,5.63
02/16/2025,10:00,N,2.99,7.41,5.13,1.08,5.13
02/16/2025,11:00,N,2.99,3.4,1,0.48,1
02/16/2025,12:00,N,2.28,2.29,0.5,0.46,0.5
02/16/2025,13:00,N,1.39,1.2,0.45,0.44,0.45
02/16/2025,14:00,N,1.07,0.99,0.5,0.44,0.5
02/16/2025,15:00,N,1.17,1.39,0.66,0.66,0.66
02/16/2025,16:00,N,1.39,1.33,0.59,0.58,0.59
02/16/2025,17:00,N,1.39,1.39,0.68,0.68,0.68
02/16/2025,18:00,N,3.83,1.15,0.96,0.96,0.96
02/16/2025,19:00,N,4.66,4.56,4.56,2.86,4.56
02/16/2025,20:00,N,3.96,0.93,2.36,1.8,0.24
02/16/2025,21:00,N,0.19,3,3,3,0.17
02/16/2025,22:00,N,0.29,0.98,0.98,1.13,0.18
02/16/2025,23:00,N,0.29,0.79,0.79,0.6,0.18
02/16/2025,24:00,N,0.29,0.98,0.98,0.25,0.04
02/17/2025,01:00,N,0.45,1.09,0.98,0.06,0.05
02/17/2025,02:00,N,0.39,0.5,0.5,0.06,0.04
02/17/2025,03:00,N,0.39,0.6,0.5,0.22,0.05
02/17/2025,04:00,N,0.39,0.5,0.5,0.22,0.05
02/17/2025,05:00,N,0.39,0.53,0.43,0.22,0.14
02/17/2025,06:00,N,0.39,0.69,0.59,0.59,0.05
02/17/2025,07:00,N,0.65,1.06,1.06,1.06,0.16
02/17/2025,08:00,N,1.29,1.94,5.55,1.31,0.17
02/17/2025,09:00,N,4,8.41,8.41,4,8.41
02/17/2025,10:00,N,3.92,7.16,5,1.01,5
02/17/2025,11:00,N,0.99,1,1,0.47,1
02/17/2025,12:00,N,0.59,1.35,0.5,0.45,0.5
02/17/2025,13:00,N,1.1,1.08,0.49,0.43,0.49
02/17/2025,14:00,N,0.59,1.2,0.49,0.35,0.49
02/17/2025,15:00,N,1,1.58,0.8,0.8,0.8
02/17/2025,16:00,N,1.47,1.58,0.54,0.54,0.54
02/17/2025,17:00,N,1,1.5,0.58,0.58,0.58
02/17/2025,18:00,N,1.12,1.1,1,0.91,0.95
02/17/2025,19:00,N,1.62,0.75,1.5,1,1
02/17/2025,20:00,N,2,1.23,1.27,0.94,0.06
02/17/2025,21:00,N,1.98,0.81,1,0.97,0.05
02/17/2025,22:00,N,0.39,0.69,0.69,0.84,0.04
02/17/2025,23:00,N,0.39,0.5,0.5,0.08,0.04
02/17/2025,24:00,N,0.39,0.74,0.74,0.08,0.03
02/18/2025,01:00,N,0.49,0.92,0.82,0.05,0.03
02/18/2025,02:00,N,0.49,0.5,0.5,0.05,0.03
02/18/2025,03:00,N,0.49,0.49,0.44,0.21,0.04
02/18/2025,04:00,N,0.49,0.49,0.49,0.21,0.04
02/18/2025,05:00,N,0.49,0.49,0.3,0.21,0.04
02/18/2025,06:00,N,0.49,0.49,0.37,0.21,0.05
02/18/2025,07:00,N,0.6,1.1,1.1,0.58,0.11
02/18/2025,08:00,N,1.18,1.23,4.8,0.9,0.12
02/18/2025,09:00,N,7.01,5.45,5.39,0.98,5.39
02/18/2025,10:00,N,2.99,4.44,1.89,0.98,1.89
02/18/2025,11:00,N,1.53,1.76,1,0.3,1
02/18/2025,12:00,N,0.99,1.49,0.5,0.3,0.5
02/18/2025,13:00,N,1.47,1.58,0.44,0.3,0.44
02/18/2025,14:00,N,0.99,1.58,0.46,0.3,0.46
02/18/2025,15:00,N,0.99,1.58,0.58,0.58,0.58
02/18/2025,16:00,N,0.99,1.58,0.5,0.5,0.5
02/18/2025,17:00,N,0.99,1.98,0.59,0.58,0.59
02/18/2025,18:00,N,1.98,1.38,0.96,0.89,0.95
02/18/2025,19:00,N,2.2,1.5,1.5,1,1.5
02/18/2025,20:00,N,2.02,0.68,1.23,0.84,0.16
02/18/2025,21:00,N,0.94,1,1,0.9,0.17
02/18/2025,22:00,N,0.29,0.5,0.5,0.65,0.14
02/18/2025,23:00,N,0.01,0.5,0.5,0.19,0.05
02/18/2025,24:00,N,0.01,0.74,0.74,0.2,0.04
02/19/2025,01:00,N,0.29,0.4,0.3,0.07,0.02
02/19/2025,02:00,N,0.29,0.29,0.2,0.07,0.02
02/19/2025,03:00,N,0.29,0.29,0.2,0.2,0.03
02/19/2025,04:00,N,0.29,0.29,0.24,0.2,0.03
02/19/2025,05:00,N,0.29,0.29,0.24,0.2,0.03
02/19/2025,06:00,N,0.29,0.38,0.3,0.35,0.04
02/19/2025,07:00,N,2.79,1.29,0.79,1.48,0.37
02/19/2025,08:00,N,3.8,3,3,3,3
02/19/2025,09:00,N,15.09,10.98,10.98,3,10.98
02/19/2025,10:00,N,2.99,5.24,3.15,3,3.15
02/19/2025,11:00,N,1.1,2.97,1.1,0.58,1.1
02/19/2025,12:00,N,1.8,1.6,0.5,0.24,0.5
02/19/2025,13:00,N,0.99,1.16,0.3,0.28,0.3
02/19/2025,14:00,N,0.99,1.1,0.37,0.29,0.37
02/19/2025,15:00,N,0.99,1.03,0.49,0.49,0.49
02/19/2025,16:00,N,0.99,0.99,0.47,0.47,0.47
02/19/2025,17:00,N,0.99,1.33,0.49,0.49,0.49
02/19/2025,18:00,N,4.14,11.7,1,1.48,1
02/19/2025,19:00,N,24.75,13.54,13.54,8.66,13.54
02/19/2025,20:00,N,7.4,11.33,5,5,7
02/19/2025,21:00,N,7.98,8.59,8,8,8
02/19/2025,22:00,N,4.98,12.9,3.99,10,3.99
02/19/2025,23:00,N,4.98,6.5,1.04,1.04,1.04
02/19/2025,24:00,N,0.31,1,1,1,1
02/20/2025,01:00,N,1.98,7.83,1,1,1
02/20/2025,02:00,N,1.98,7.83,1,1,1
02/20/2025,03:00,N,1.98,10.03,1,3,1
02/20/2025,04:00,N,1.98,10.03,1,3,1
02/20/2025,05:00,N,4.01,10.03,1.1,3,1.1
02/20/2025,06:00,N,4.72,11.8,1.21,7,1.21
02/20/2025,07:00,N,19.2,90,102,102,102
02/20/2025,08:00,N,16.5,180,270,270,270
02/20/2025,09:00,N,54.23,210.4,228.4,223.4,228.4
02/20/2025,10:00,N,2.21,55.35,55.35,50,57.35
02/20/2025,11:00,N,3.68,15.92,15,0.97,15
02/20/2025,12:00,N,1.29,3.25,2,0.95,2
02/20/2025,13:00,N,0.44,1.18,0.79,0.77,0.79
02/20/2025,14:00,N,0.29,1.33,0.94,0.92,0.94
02/20/2025,15:00,N,0.29,1.78,1,1,1
02/20/2025,16:00,N,0.49,1.65,0.87,0.94,0.94
02/20/2025,17:00,N,1.47,2.71,0.96,0.96,0.96
02/20/2025,18:00,N,7.01,6.16,4.25,5.5,4.25
02/20/2025,19:00,N,3.84,18,20.15,20,20.15
02/20/2025,20:00,N,3.3,6,16.5,16.5,16.5
02/20/2025,21:00,N,0.99,5.4,7.87,15.87,7.87
02/20/2025,22:00,N,5.25,7.41,3,17.22,3
02/20/2025,23:00,N,2.25,7.41,3,3,3
02/20/2025,24:00,N,1.54,4.16,1.51,1.35,1.35
02/21/2025,01:00,N,1.98,2.26,0.9,0.9,0.5
02/21/2025,02:00,N,1.98,2.26,0.98,0.94,0.37
02/21/2025,03:00,N,1.98,2.81,0.98,1.02,0.39
02/21/2025,04:00,N,1.98,2.81,0.98,1.02,0.56
02/21/2025,05:00,N,2.81,2.81,0.96,1,0.96
02/21/2025,06:00,N,3.25,3.25,0.98,3,0.98
02/21/2025,07:00,N,37.57,28.75,28.75,44,28.75
02/21/2025,08:00,N,7.11,26.05,64.03,64.03,64.03
02/21/2025,09:00,N,45,89.25,94.54,81.23,94.54
02/21/2025,10:00,N,5.15,43.35,41.85,35,43.4
02/21/2025,11:00,N,3.68,25.5,24,18.36,25
02/21/2025,12:00,N,2.21,7.04,5.79,5.64,5.79
02/21/2025,13:00,N,1.47,1.47,0.79,0.79,0.79
02/21/2025,14:00,N,1.47,1.87,0.96,0.95,0.96
02/21/2025,15:00,N,1.53,2.36,1,1,1
02/21/2025,16:00,N,1.53,2.34,0.98,1,0.98
02/21/2025,17:00,N,1.53,2.36,1,1,1
02/21/2025,18:00,N,6.08,5.6,2.42,5,2.95
02/21/2025,19:00,N,15.06,16.5,16.5,16.5,16.5
02/21/2025,20:00,N,2.35,5.86,18.36,18.36,18.36
02/21/2025,21:00,N,1.3,7.37,8.25,20,8.25
02/21/2025,22:00,N,4.5,4.34,3.99,20,3.99
02/21/2025,23:00,N,0.68,4.34,3.99,1.48,1.63
02/21/2025,24:00,N,2.12,3.9,3.99,1.35,1.35
02/22/2025,01:00,N,0.29,1.08,0.79,0.79,0.1
02/22/2025,02:00,N,0.29,0.75,0.75,0.75,0.11
02/22/2025,03:00,N,0.29,0.8,0.8,1,0.12
02/22/2025,04:00,N,0.29,0.79,0.79,1,0.13
02/22/2025,05:00,N,0.29,0.79,0.79,0.99,0.79
02/22/2025,06:00,N,0.29,0.79,0.79,0.95,0.79
02/22/2025,07:00,N,2.4,1.51,1.51,3,1.51
02/22/2025,08:00,N,1.79,7.82,16.28,15.88,16.28
02/22/2025,09:00,N,5,13.21,19.5,19.27,19.5
02/22/2025,10:00,N,1.51,19.12,18.46,18.46,18.46
02/22/2025,11:00,N,0.5,2.24,1.51,1.5,1.56
02/22/2025,12:00,N,0.73,2.04,0.79,0.79,0.79
02/22/2025,13:00,N,0.5,1.04,0.5,0.5,0.5
02/22/2025,14:00,N,0.41,1.08,0.51,0.51,0.51
02/22/2025,15:00,N,0.82,1.56,0.98,0.98,0.98
02/22/2025,16:00,N,0.5,1.23,0.79,0.79,0.79
02/22/2025,17:00,N,0.82,1.37,0.62,0.66,0.66
02/22/2025,18:00,N,1.52,1.52,1,1.04,1
02/22/2025,19:00,N,3.41,3.55,10.92,8,10.92
02/22/2025,20:00,N,4.46,2.06,5,5,2.84
02/22/2025,21:00,N,3.8,0.99,3,3,0.5
02/22/2025,22:00,N,1.92,1.23,1.04,2.81,0.3
02/22/2025,23:00,N,0.43,1.06,0.99,0.99,0.04
02/22/2025,24:00,N,0.43,0.86,0.79,0.2,0.02
02/23/2025,01:00,N,0.59,0.59,0.52,0.08,0.03
02/23/2025,02:00,N,0.59,0.59,0.5,0.08,0.03
02/23/2025,03:00,N,0.59,0.59,0.5,0.5,0.03
02/23/2025,04:00,N,0.59,0.59,0.5,0.5,0.03
02/23/2025,05:00,N,0.59,0.59,0.44,0.44,0.04
02/23/2025,06:00,N,0.59,0.99,0.4,0.3,0.05
02/23/2025,07:00,N,1.73,1,1,1,0.11
02/23/2025,08:00,N,0.46,1.14,4.17,1.05,0.12
02/23/2025,09:00,N,1.74,2.08,3.92,1.06,3.92
02/23/2025,10:00,N,0.75,2.93,1.5,1.48,1.5
02/23/2025,11:00,N,0.93,1.5,1,0.99,1
02/23/2025,12:00,N,0.56,1.5,0.56,0.56,0.56
02/23/2025,13:00,N,0.55,0.88,0.5,0.49,0.5
02/23/2025,14:00,N,0.55,0.88,0.5,0.5,0.5
02/23/2025,15:00,N,0.82,1.55,0.97,0.97,0.97
02/23/2025,16:00,N,0.69,1.22,0.78,0.78,0.78
02/23/2025,17:00,N,0.82,1.21,0.63,0.68,0.68
02/23/2025,18:00,N,1.16,0.98,0.98,0.99,0.98
02/23/2025,19:00,N,1.15,1.24,5.21,4.71,5.21
02/23/2025,20:00,N,0.61,1.52,3.85,3.85,3.85
02/23/2025,21:00,N,0.79,0.3,3,3,3
02/23/2025,22:00,N,2,2.45,1.04,2.52,1
02/23/2025,23:00,N,0.75,1.65,0.99,0.99,0.18
02/23/2025,24:00,N,0.75,1.66,1,0.25,0.02
02/24/2025,01:00,N,0.29,0.76,0.59,0.07,0.04
02/24/2025,02:00,N,0.29,0.59,0.59,0.07,0.03
